fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.27017225747960105,0.03205128205128205,0.0,0.06704413604691643,0.14537444933920707,0.45454545454545453,0.5882352941176471,0.06258344576092059,0.8709769909041085,0.2653061224489796,0.6300102774983156,5
0.2737987307343608,0.026353276282051284,0.0,0.13186986584881405,0.19383259911894277,0.45454545454545453,0.5882352941176471,0.0625137769968529,0.744534441990135,0.003684807142857141,0.6329408891616954,5
0.2737987307343608,0.02101139615384615,0.04,0.12986494637040483,0.18061674008810574,0.6363636363636365,0.5882352941176471,1.3933752813541367e-05,0.8064654863561628,0.0026218821428571418,0.6329408891616954,5
0.6310063463281957,0.16666666666666666,0.56,0.06704413604691643,0.14317180616740088,0.7272727272727273,0.5882352941176471,2.0900634236463607e-05,0.7806608845369846,0.2755102040816326,0.6329408891616954,6
0.27017225747960105,0.016559828846153844,0.0,0.06637582955411336,0.14317180616740088,0.5454545454545455,0.5882352941176471,0.06258344576092059,0.8709769909041085,0.2653061224489796,0.6300102774983156,5
0.2747053490480508,0.025641025641025637,0.06,0.06503921656850722,0.12995594713656392,0.6363636363636365,0.5882352941176471,0.06248590949122581,0.7471149021720527,0.2142857142857143,0.6300102774983156,5
0.2692656391659112,0.016114672435897436,0.0,0.062365990597294946,0.12114537444933923,0.6363636363636365,0.8823529411764707,0.06236050572593623,0.8400114687210947,0.2193877551020408,0.7003449574194279,7
0.2737987307343608,0.3589743589743589,0.02,0.12786002689199563,0.13876651982378854,0.36363636363636365,0.7058823529411765,0.0625137769968529,0.8322700881753411,0.2704081632653061,0.6307429304141606,7
0.27107887579329104,0.01923076923076923,0.36,0.39585093050602604,0.1343612334801762,0.7272727272727273,0.5882352941176471,0.06258344576092059,0.8296896279934233,0.020408163265306124,0.7040082219986527,5
0.18223028105167727,0.3589743589743589,0.08,0.06637582955411336,0.19162995594713655,0.6363636363636365,0.5882352941176471,0.0624510751142081,0.8116264067199984,0.25510204081632654,0.6285449716666258,5
0.09066183136899364,0.2609508544871795,0.0,0.06503921656850722,0.17400881057268727,0.6818181818181819,0.5882352941176471,0.06233960510173207,0.8890402121775334,0.2448979591836735,0.6336735420775403,5
0.2737987307343608,0.014334045512820512,0.29,0.06503921656850722,0.15234948678414098,0.36363636363636365,0.5882352941176471,0.06255557825529351,0.8064654863561628,0.7755102040816326,0.6278123187507809,5
0.3653671804170444,0.014779202564102562,0.18,0.20003712811472701,0.36563876651982385,0.45454545454545453,0.5882352941176471,0.06263918076214248,0.7806608845369846,0.010770974999999999,0.6285449716666258,5
0.3653671804170444,0.014779202564102562,0.19,0.20070543460753007,0.35242290748898686,0.45454545454545453,0.5882352941176471,0.06263918076214248,0.7832413447189024,0.012542516836734699,0.6285449716666258,5
0.3617407071622847,0.16666666666666666,0.56,0.06637582955411336,0.18061674008810574,0.45454545454545453,0.5882352941176471,0.0625207438782758,0.7471149021720527,0.006164965816326532,0.7040082219986527,7
0.35811423390752484,0.34615384615384615,0.28,0.0657075230613103,0.5408712687224672,0.6818181818181819,0.5882352941176471,0.0625137769968529,0.7677585836273954,0.6326530612244898,0.6292776245824707,5
